"","baseline-03182015_S2","baseline-03272015_S8","baseline-05202015-Islet-15_S1","baseline-05222015-Islet-16_S6","baseline-09032015_S2","baseline-09102015_S7","baseline-10012015_S12","baseline-10292015_S17","Single-cell-bulk-03182015_S4","Single-cell-bulk-03272015_S10","Single-cell-bulk-05202015_S3","Single-cell-bulk-05222015_S8","Single-cell-bulk-c1-09032015_S5","Single-cell-bulk-c1-09102015_S10","Single-cell-bulk-c1-10012015_S15","Single-cell-bulk-c1-10292015_S20","undissociated-c1-ctrl-09032015_S3","undissociated-c1-ctrl-09102015_S8","undissociated-c1-ctrl-10012015_S13","undissociated-c1-ctrl-10292015_S18","Untreated-Ctrl-03182015_S3","Untreated-Ctrl-03272015_S9","Untreated-Ctrl-05202015_S2","Untreated-Ctrl-05222015_S7"
"ENSG00000148019",276.22,166.96,56.03,141.53,31.53,48.04,105.9,101.53,308.37,317.39,90.36,195.72,67.86,150.75,94.47,128.52,62.04,82.88,96.74,83.58,188.77,184.55,112.79,128.81
"ENSG00000167207",2,2,0,1,0,0,10,3,5,7,1,1,5,1,0,0,0,2,4,0,2,0,1,0
"ENSG00000230891",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000164930",40,73,24,60,8,18,42,32,82,179.06,13,102,25,63,94,51,14,55,38,32,61,120,22,41
"ENSG00000231052",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163288",2,6,0,1,0,0,0,4,7,16,0,2,1,3,2,4,1,1,2,2,2,3,1,0
"ENSG00000169908",1354,2653,29856,7705,956,1613,8919,1677,1247,3860,24324,7113,1950,1995,8625,1747,3644,4070,10050,1660,1661,3165,45522,6613
"ENSG00000126267",3617,4515,4617,10566,2110,5382,12679,9956,3768,4633,5710,13548,7303,6374,6475,7311,9263,6820,14106,9350,4070,4932,6648,13107
"ENSG00000164151",49,70,39,94,13,62,67,84,69,123,18,100,50,135,128,96,56,69,75,63,46,91,39,60
"ENSG00000179796",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"ENSG00000203943",8,11,2,15,2,2,4,5,24.66,25.79,1,23,7,9,24.24,15,3,4,5,8,12.99,11,1,8
"ENSG00000067057",101,504,534,1612,157,819,1716,629,284,1025,451,1171,547,1286,917,695,596,816,1214,619,228,578,470,1181
"ENSG00000236511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163982",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000013588",271.72,297.23,3963.99,1606.55,328.47,193.46,1793.34,177.09,168.64,673.28,2509.71,1354.17,615.04,269.5,762.78,132.26,1709.87,662.59,1663.16,182.08,204.31,507.5,4414.62,1621.94
"ENSG00000139266",113.05,124.15,83.37,271.73,30.52,105.05,156.28,123.58,133.58,208.86,130.55,325.47,155.96,245.99,177.49,178.27,114.45,138.05,204,170.61,102.86,99.52,116.6,220.84
"ENSG00000134644",332.53,423.72,627.17,1890.4,343.83,994.01,1367.89,1513.14,706.48,849.32,366.33,2220.3,957.97,1328.7,1126.81,1334.05,1104.11,1535.86,1666.17,1492.1,502.06,510.89,486.8,1593.94
"ENSG00000171680",2.13,6.24,2,12.02,0,3,3,4,4.02,4.01,9.56,6,6.7,12,4,4,4,4,14,8,5.09,2,9,10.73
"ENSG00000232104",3,5,0,4,0,0,1,2,0,6,0,4,0,0,2,3,0,0,2,2,3,2,1,1
"ENSG00000135363",25,102,28,52,15,65,98,123,37,178,26,67,48,169,144,123,44,114,140,106,31,108,24,61
"ENSG00000144476",7,32,28,57,22,109,121,118,30,87,24,41,69,39,55,66,80,78,108,80,28,62,21,57
"ENSG00000166509",11.65,10.66,0,2.04,0.39,1.24,0,11.73,24.2,16.26,3.78,9.63,1.05,9.67,4.11,7.52,1.57,2.98,7.04,4.61,15.03,21.37,5.4,0.83
"ENSG00000164411",2,2,4,0,0,0,2,3.99,16.46,17.01,2.02,2,0,5.87,0,5.02,5.04,3,2,0,2,1,0,2.23
"ENSG00000237359",1,0,0,1,0,0,0,0,2,1,0,2,0,0,1,1,0,0,1,0,1,1,0,0
"ENSG00000235326",1,2,2,2,0,0,0,5,7,9,2,11,0,3,2,4,0,3,5,10,4,2,4,6
"ENSG00000171243",0,5,0,4,0,0,4,0,9,18,0,3,0,0,4,0,0,3,0,0,0,29,1,0
"ENSG00000226669",0,1,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"ENSG00000132406",166,353.27,41,339,30,161,88,142,510.61,1033.64,46,731,170,330,350,178,120,257,142,123,276.61,487.46,64,353
"ENSG00000169903",29755,63199,186,21440,5668,17799,8065,19584,43094,50302,263,41296,22093,21204,21108,20948,20313,20157,12890,24248,40036,57900,211,22698
"ENSG00000111291",0,0,9,11,0,2,7,14,1,3,9,6,8,3,12,12,5,10,12,11,1,3,8,3
"ENSG00000158301",83.02,141.04,30.36,153.49,23,95,47.78,158.37,196.13,290.02,14.88,222.92,79.61,277.42,120.95,242.53,66.33,180.63,87.11,131.87,152.04,167.47,25,122.47
"ENSG00000184566",0,0,0,1,0,0,1,0,0,2,0,0,1,2,1,3,0,0,1,0,0,1,0,1
"ENSG00000111850",152,207,26,85,21,62,22,41,400,410,28,213,50,245,230,164,19,135,40,54,279,239,53,71
"ENSG00000105668",0,0,0,3,0,0,8,2,0,3.1,1,2.02,6,0,7,4,6,0,0,0,1,0,1,1
"ENSG00000163322",298.11,170.34,61.33,123.83,19.83,52.3,73.42,77.89,365.82,421.78,130.64,182.11,53.83,140.35,115.48,145.27,61.73,76.91,97.07,76.62,259.1,273.75,121.48,91.29
"ENSG00000198752",72,70,137,466.68,69,170,444,237,95,169.79,128,505,269,310,236.87,342,237,161,326.96,216,68,99,134,385
"ENSG00000140506",0.51,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000013583",49.4,27,28,93,11.19,43.36,104,62,83.54,99.51,31.97,107.2,47.63,64.22,134.88,50,49.32,53,99,51,74.96,46,27,89.26
"ENSG00000156395",0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"ENSG00000091592",203.38,190.14,46.23,226.25,34.71,79.74,143.2,134.78,252.41,353.97,101.6,266.66,131.2,321.54,254.41,235.39,139.67,95.52,136.2,154.37,207.55,231.84,63.4,166.94
"ENSG00000181038",68,112,27,136,23,62,46,83,179,277,27.52,295.23,72,236,267,191,54,138,117,118,114.41,150,60.88,158
"ENSG00000101624",408.72,235.48,76.92,183.19,41.14,55.04,179.55,171.78,427.63,622.29,183.97,216.38,88.44,151.54,113.56,154.57,147.13,60.92,137.56,91.19,355.28,317.05,117.26,146.85
"ENSG00000137976",1,1,0,0,0,1,1,2,1,1,1,0,0,1,0,5,1,0,0,3,0,0,0,1
"ENSG00000100418",442.48,276.47,148.41,367.66,69.25,121.69,307.52,253.11,520.19,585.67,316.12,422.73,191.2,257.92,297.76,318.57,244.86,163.58,291.17,224.79,380.51,379.65,273.39,274.49
"ENSG00000169019",285,608,30,133,13,70,44,67,932,1127,31,350,41,263,420,217,20,155,93,83,618,686,107,131
"ENSG00000186197",270.43,411,452.37,1438.32,79.79,306.82,276.05,572.69,560.92,564.8,187.86,1806.65,385.9,776.38,417.48,769.7,365.5,532.62,438.23,703.08,538.62,475.54,265.26,1174.02
"ENSG00000145220",45,66,83,68,8,30,51,45,105,176,48,95,35,109,122,75,37,61,48,44,56,91,119,60
"ENSG00000196932",5,5,0,1.07,0,0,3,2.5,12,17,0,3.34,2.33,2.25,0,1.13,0,0,0,2,9.53,5.65,0,0
"ENSG00000135069",109,210,134,286,83,135,304,720,230.21,441.89,87,373,210,208,450,1002,317,380,483,827,157,462,226,281
"ENSG00000249709",14.84,19.63,10.7,14.05,2.82,9.55,5.86,15.04,32.58,39.27,7.04,28.96,14.61,30.39,33.44,15.86,7.54,15.45,7.63,18.41,19.48,30.57,9.86,10.5
"ENSG00000198612",662.88,1365,522.98,1190.99,126,570.86,905.29,910.57,1641.3,2531.07,362.89,2034.68,464.6,1394.31,1750.57,1407.88,489.81,1153.66,1224.81,1159.66,1103.93,1591.8,607,1244.52
"ENSG00000265303",4.95,8.85,0,9.67,0,0,0,0,3.54,15.61,0,5.31,2.86,10.97,3.93,2.9,0,0,0,0.99,4.85,8.3,0,0
"ENSG00000269693",90.67,115.87,42.5,161.9,22.19,74.69,73.66,72.72,135.39,338.19,51.31,216.09,51.09,231.23,271.86,172.21,67.85,107.53,139.23,80.97,145.22,125.36,70.1,129.35
"ENSG00000084444",571.39,575.26,230.58,561.74,98.19,395.27,354.07,581.56,720.09,880.96,215.17,770.43,322.65,759.82,716.72,693.56,330.85,681.23,533.69,554.76,468.12,543.21,247.24,458.74
"ENSG00000197713",157.25,282.32,140.28,381.05,62.79,193.98,297.91,273.1,473.5,590.74,122.51,554.17,172.3,353.06,533.33,350.68,207.03,361.35,406.4,348.6,339.77,364.1,165.75,340.45
"ENSG00000019582",2714.14,1791,1310,12440.04,893.43,1374.33,15414.89,3650.59,3518.05,4180.4,1041.09,17470.9,2989.39,1679.13,7397.02,3759,4190.05,2033,14245.36,4335,2565,5212.03,1286.39,18442.03
"ENSG00000188033",759.17,556.83,232.39,425.53,100.58,168.63,464,389.79,775.9,910.5,575.1,668.45,280.44,333.05,247.92,349.11,349.55,190.42,385.66,281.96,572.3,638.25,361.89,451.28
"ENSG00000226907",360.45,111.94,29.77,88.35,29.16,47.54,111.59,124.87,713.72,1133.82,52.39,314.59,35.24,132.27,311.97,189.8,59.06,123.88,91.11,63.06,310.84,255.84,93.4,102.45
"ENSG00000117133",387,643,141,359,59,202,171,205,879,1208,122,707,151,590,868,548,108,532,267,318,630,717,244,374
"ENSG00000198908",207.27,104.76,23.82,109.07,24.47,54.51,74.78,107.33,222.85,243.9,25.64,201.3,58.84,135.3,111.88,155.48,55.48,100.92,93.07,120.39,122.01,128.63,32.3,111.54
"ENSG00000204576",1229.32,796.19,355.7,658.43,144.61,233.23,629.22,547.88,1283.7,1595,746.84,851.93,365.53,550.55,429.03,525.24,505.5,299.01,567.48,383.06,1010.81,927.71,463.56,616.58
"ENSG00000167447",16.4,23.15,33.33,73.33,10,32,33,53.18,48.54,65.94,20,95.38,30.14,74.03,80.07,81.87,24.56,62,44.02,39.01,40.22,40.79,29.05,44
"ENSG00000135387",209,255,103,372,51,141,128,145,322,470,56,470,108,441,501,290,55,218,130,113,251,259,136,192
"ENSG00000186153",76,95.4,38,285,35,95.77,188,212,144.99,179,38,384.92,141,195,151.96,222,163.93,143,247,195,125,100,38,307
"ENSG00000231509",2,0,0,0,0,0,0,0,4,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0
"ENSG00000213578",0,0,1,8,0,0,3.45,4.28,2,2,2,9,0,0,0,1,3,1,0,1,0,0,0,10.69
"ENSG00000115267",97,113,26,115,19,69,63,114,213,286,24,172,73,195,196,184,55,109,79,129,123,155,47,96
"ENSG00000135945",75,100,19,127,21,66,79,86,176,263,15,199,66,175,167,138,60,130,85,81,92,100,32,84
"ENSG00000228739",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
"ENSG00000173875",508.25,598.38,213.28,647.31,102.71,281.01,408.39,426.93,857.06,1168.25,298.14,904.93,302.55,680.97,751,681.74,309.09,437.03,437.73,440.64,573.26,620.94,308.62,465.85
"ENSG00000183346",3,42,0,5,2,0,4,3,10,95,0,8,5,5,47,11,1,7,20,1,12,35,0,7
"ENSG00000105983",119.28,104.15,30.31,93.92,25.92,41.68,62.05,73.99,113.13,173.17,47.79,103.44,54.27,101.57,67.79,81.46,69.18,50.82,50.99,56.64,97.52,103.44,36.17,80.33
"ENSG00000163491",2,1,2,5,1,1,2,3,13,27,5,4,1,3,7,4,2,4,4,2,6,12,3,5
"ENSG00000174021",1161,1746,1712,1961,170,415,2567,986.69,1486,2680,1225,2200,597,1012.96,2561,1451,686,596,3000,1118,1484,2004,1890,2275
"ENSG00000236924",2,3,0,0,0,3,0,3,2,3.51,0,3,0,7,12,3,1,1,1,4,2,4,1.54,1
"ENSG00000164932",29,41,3,9,6,21,20,18,53,66,1,18,5,21,49,15,7,27,20,16,32,83,9,16
"ENSG00000226524",0,2.82,0,1.29,0.32,1,0,0,5.56,11.69,0,4,0.97,1,6,1.01,0,0,4.19,1.83,3.02,5.9,1,0
"ENSG00000127954",429.73,247.85,292.81,232.98,65.9,91.63,271.65,171.64,430.1,626.07,430.64,270.66,173.53,192.97,234.88,191.91,240.77,113.84,301.28,123.62,386.16,336.18,456.11,239.71
"ENSG00000183044",219.18,202.96,93.33,571.24,92.77,284.68,189.53,581.25,378.48,369.34,76.15,1048.2,430.9,841.81,371.98,712.65,374.28,464.54,320.03,630.33,260.64,227.68,80.44,738.06
"ENSG00000102606",55,85.29,71.93,223.35,37,98,134,178.29,128,214,45,344.11,118.56,280.01,151,266.26,116,165,170,216,76,107,79,228.43
"ENSG00000150347",900,1240,740,1278,170,734,744,1135,1611,2222,628,2100,574,1749,1623,1581,567,1387,1142,1270,929,1330,790,1227
"ENSG00000203872",3,1,2,9,1,2,5,2,2,4,3,17,3,11,11,2,0,3,5,1,1,6,0,7
"ENSG00000146809",4,4,4,7,0,3,1,2,7,32,6,20,0,5,4,4,0,6,3,2,8,2,4,4
"ENSG00000145246",128,139,41,296,53,169,207,252,298,361,28,536,174,315,260.97,297,162,260,281,271,149,148,32,316
"ENSG00000229611",1,1,0,5,1,2,2,3,0,4,1,7,4,8,2,2,3,3,3,9,0,2,0,1
"ENSG00000225489",157.31,128.63,42.24,134.12,18.48,56.44,81.55,123.68,235.74,260.24,60.94,203.65,48.93,254.97,135.91,141.53,73.78,93.16,102.31,105.25,166.7,159.2,76.9,112.16
"ENSG00000160716",27,48.28,36.51,163.47,15.27,98,46,111,33.28,56,30,155.28,129,185,65,154,95.56,98,82,133,35,27,21,129.8
"ENSG00000152076",4.39,9.06,3,47.87,10.41,19.13,14.7,35.58,2.62,31.68,4.78,128.03,45.57,16.21,24.73,20.77,52.11,31.17,13.6,27.87,4.29,14.65,3.02,95.04
"ENSG00000203871",1,4,4,9,1,8,3,11,3,3,2,12,8,1,14,5,1,4,10,9,1,1,6,12
"ENSG00000182348",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197079",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000164933",382.7,405.84,109.03,203.58,83.91,70.01,188.03,140.71,439.04,540.04,264,257.88,189.83,174.24,162.15,163.75,242.05,82.22,147.42,102.49,371.47,360.78,163.55,214.25
"ENSG00000164645",0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ENSG00000226376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231902",1,0,0,0,0,1,0,0,5,13,0,1,0,0,0,1,1,0,0,0,2,1,0,0
"ENSG00000011590",0,0,1,0,1,0,0,0,0,1,0,3,3,0,0,0,1,2,0,1,0,0,0,3
"ENSG00000196419",1336,2644,3054,6885,981,3223,4513,5100,3292.01,4682,1902,8309.01,3085,4820.79,4584,4608,3537,5650,6073,5102,2169,3211,3180,6128
"ENSG00000188486",11,18,6,40,5.74,7,20,27,13,30,10,36,14,49,38,39,14,9,19,35,7,16,11,30
"ENSG00000087077",11,15,58,163,18,24,237,71,13,23,34,129,57,53,116,34,82,36,212,72,10,17,60,150
"ENSG00000164647",35.76,100.82,24.87,35.73,5.66,50.22,32.77,28.92,99.34,205.36,20,25.8,12.38,96.55,202.55,65.87,11.32,65.76,55.42,24.05,81.79,152.55,83.92,26.83
"ENSG00000162408",993.09,802.77,296.79,687.12,174.02,243.31,489.1,530.56,1008.14,1428.19,639.49,928.23,401.43,513.75,529.56,614.55,474.61,381.19,526.97,382.48,743.19,873.99,487.82,547.77
"ENSG00000089472",20,29,4,17,2,15,38,30,23,51,3,30,10,35,49,24,11,14,34,25,10,50,4,17
"ENSG00000126337",0,0,0,2,0,0,0,3,1,0,0,1,0,0,6,0,0,0,0,1,1,0,0,1
"ENSG00000117151",100,154.91,8,66,4,25,13,17,190,357.95,9,76.74,29,120.42,74.38,60,9,34.79,18.96,21.88,125,167,10,33.71
"ENSG00000225706",29.23,14.57,4.11,10.81,2.03,1.09,1.7,8.09,55.06,66.33,4.62,9.16,4.77,25.65,7.73,13,6.7,9.45,0,8.88,30.35,13.29,7.22,4.23
"ENSG00000123395",67.02,184.83,415.07,1105.98,76.3,194.68,586.41,452.52,232.83,477.1,374,1268.68,367.49,320.54,299.1,559.73,315.97,258.21,371.01,346.86,170.06,288.03,352.02,1093
"ENSG00000234021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000108018",4,0,0,8,1,0,7,3,12,27,2,6,3,10,0,5,6,4,0,2,2,3,1,2
"ENSG00000230920",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000153982",36.69,26.21,4.08,52.83,5.91,17.02,20.33,31.47,70.99,80.53,10.11,77.06,24.01,68.02,57.95,52.87,17.78,52.02,41.42,45.18,48.3,44.82,13.86,44.06
"ENSG00000074276",11,11,58,165,16,22,99,58,13,30,45,176,54,34,39,62,55,33,69,37,10,24,38,150
"ENSG00000226717",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000133983",2913.71,3578.46,394,1092,124.9,413.69,504.32,711.42,2772.69,3303.85,331.69,1764.03,426.02,1237.61,1520,1256.01,421.81,774.01,851.2,897,3041.2,3373.53,679,981.02
"ENSG00000138678",16,28,44,35,6,12,9,11,62,85,28,72,21,49,62,25,20,32,20,16,29,43,52,27
"ENSG00000232035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140474",7,30,19,113,13,36,37,71,28,47,25,133,36,96,89,99,38,48,36,59,20,31,16,95
"ENSG00000230365",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000224935",0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1
"ENSG00000138463",44,61,28,51,4,21,24,22,60,69,27,72,26,39,100,53,24,25,34,23,32,53,40,24
"ENSG00000172269",365,534.25,1443,2550.22,336,958,1814.23,1838,890,967,1027,2686,985,1500,1850,1794.68,1357.66,1839.46,2549.08,1948,614,729,1620,2059
"ENSG00000116977",181.23,369.41,172.74,518.56,63.54,243.08,312.1,263.63,532.2,860.3,132.36,726.58,157.49,717.75,853.61,453.88,160.56,556.84,485.61,322.81,365.92,445.36,254,433.22
"ENSG00000135372",85,156,296,536,86,289.01,427,499,155,268.02,170,523,207,475,428,396,290,443,595,430,117.02,167.01,267.01,390
"ENSG00000171401",0,7,0,1,1,1,32.01,1,0,263.03,16,53.99,0,2,2,5,0,100,6,1,0,46.01,1,3
"ENSG00000170786",5,10,28,4,3,5,9,1,8,49,22,5,5,20,50,9,10,5,20,1,13,14,57,2
"ENSG00000205858",1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000226197",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205636",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000228672",1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"ENSG00000139168",862.24,1224.8,183,716.94,88,352,304,473.94,1559.94,1930.96,160,1302.97,281,1017.94,989.93,858,271,715,559.99,520.95,1192.92,1335.87,303.98,725.97
"ENSG00000235533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000077147",676,798,90,194,15,121,67,62,718,1174,71,297,50,365,412,171,26,131,87,78,630,736,162,120
"ENSG00000111012",0,6,13,21,0,4,12,4,7,9,15,14.63,4,3.81,24,2,6,14,8,7,1,2.43,22,16
"ENSG00000180869",1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,0,0,2,0,0
"ENSG00000133398",403,748,886,1803,162,587,1216,1266,973,1416,865,2463,714,895,889,1045,773,801,1481,1221,647,824,973,2171
"ENSG00000178750",9,10,2,8,4,5,2,1,15,24,2,18,1,5,27,5,1,5,5,2,14,20,6,9
"ENSG00000181433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198858",39,52,121,375,29,96,223,158,51,95,101,315,107,174,149,145,164,132,233,142,51,61,120,244
"ENSG00000102128",0,0,0,2.83,2.28,0,0.42,0,0,0,0,2.87,0,0,0,1.4,1.58,0,0,0,0,0,1,0
"ENSG00000170807",0,0,1,4,0,1,0,0,2,2,0,3,0,4,0,0,1,0,0,0,0,1,1,5
"ENSG00000182010",6,5,1,8.71,0,2.91,2,2,31.01,52.28,1.01,6,0,5,10.01,2.13,2,2,0,0,12,7.01,5,5.94
"ENSG00000106524",124,186,59,204,24,146,113,182,301,421,46,450,117,392,378,354,82,366,182,255,210,194,79,243
"ENSG00000178700",133.37,181.69,51.93,204.82,26,94.97,94.41,165.84,253.49,269.12,49.94,250.49,86.77,253.5,208.74,242.53,77,177.82,127.1,154.84,178.95,148.17,39.97,164.87
"ENSG00000111305",62.75,18.02,2.97,15.24,5.64,8.95,25.11,12.73,120.31,187.33,13.95,55.34,11.7,23.51,43.64,38.25,13.04,14.07,20.6,10.14,41.91,43.07,3.75,22.11
"ENSG00000170469",15,28,11,55,8,39,44,54,50,81,19,114,69,124,63,72,52,71,58,70,30,31,18,69
"ENSG00000175354",520.33,538.95,280.43,627.56,98.55,244.03,557.18,409.04,797.25,1120.25,453.43,1075.7,267.73,665.83,851.32,539.62,300.64,412.03,580.62,388.15,561.9,633.06,485.93,695.78
"ENSG00000126246",2.81,6.69,19,53.47,6.56,14.24,49.87,43.04,9.23,21.13,8.52,47.94,36.71,22.08,10.87,66.16,33.27,18.17,32.45,37.21,0,3.2,6.53,49.53
"ENSG00000106299",276,239,74.04,585,53,150,326,244.09,380,570.54,52,893,227,452,388,291,192,221,335.94,223,320,327.02,93,631.27
"ENSG00000181195",9,54.83,73.6,3,1,2,4,11,8,4,33,6,2,2,1,8.07,12,1,3,19.19,55.63,3,67.29,3
"ENSG00000183807",2,6,2,8,0,1,6,4,8,16,1,15,5,5,8,4,3,0,6,6,5,7,0,8
"ENSG00000083799",219.33,349.49,158.31,396.47,44.8,210.39,242.38,318.02,448.42,591.7,114.11,515.71,166.72,365.03,408.05,361.97,185.4,368.81,299.08,290.87,319.51,370.73,175.72,335.93
"ENSG00000259132",2.06,0,32.26,129.05,15.38,47.62,59.71,65.89,10.02,0,19.24,154.23,75.75,67.24,36.35,86.32,69.84,41.83,87.7,44.11,8.16,3.93,32.74,86.92
"ENSG00000143891",243.82,199.74,128.06,426.94,92.33,203.63,530.09,369.44,372.76,328.91,142.84,603.14,191.4,398.58,534.03,426.36,283.56,382.7,621.66,397.02,258.44,248.72,173.77,427.61
"ENSG00000133169",3203.46,3999.09,561.33,6737.57,726.1,1951.07,1684.75,3500.45,4158.16,5581.13,681.74,9318,3153.06,5602.13,3556.99,5013.19,2823.62,3401,2844.34,3953.25,4588.07,3850.62,725.57,7028.31
"ENSG00000164934",478.04,749.56,380.36,682.01,103.54,322.67,410.43,461.13,1227.83,1658.5,324.03,1171.43,283.86,982.64,1147.37,890.25,240.11,797.82,582.53,583.13,783.35,935.48,533.84,661.56
"ENSG00000115271",290,528,97,357,50,196,302,216,666,1078,90,602,190,507,650,377,151,412,436,284,517,637,166,338
"ENSG00000214530",69.11,66.06,51.36,112.79,16.69,34.18,59.09,77.42,102.51,126.23,64.88,163.98,81.21,94.98,57.72,84.84,71.16,45.12,69.69,84.07,84.93,74.81,41.07,105.78
"ENSG00000267120",30.73,51.73,0,60.55,4.59,22.42,7.18,22.1,48.61,61.43,6.45,64.85,15.59,27.99,33.17,46.57,10.13,36.93,39.62,17.39,42.69,54.09,15.4,59.2
"ENSG00000106829",41,36.03,20,54.57,9.99,35,36.49,37.8,55.99,93,16,88.02,27.24,58.25,77.72,60,33.45,40.28,71.97,43.6,47.56,42.66,23.01,47.93
"ENSG00000018408",735.65,1114.91,130.84,252.22,41.1,103.71,329.81,127.54,529.07,908.3,99.42,302.35,67.51,137.08,345.35,176.64,111.71,159.91,355.3,138.81,589.98,1118.99,225.84,261.48
"ENSG00000172375",42.08,26.97,23.15,103.48,6.98,29.27,49.14,49.34,56.96,71.72,29.19,110.75,44.14,84.84,74.64,61.96,38.21,31.7,54.98,63.82,38.86,34.33,31.3,82.58
"ENSG00000130921",1985.84,1600.32,694.45,1925.91,365.55,831.07,1546.16,1877.25,2679.94,3242.47,1244.88,2992.06,1163.65,1801.52,1538.68,1989.99,1299.45,1219.55,2072.84,1775.57,1749.56,1870.24,1186.88,1972.92
"ENSG00000268977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168826",13,30,20,57,6,20,33,35,42,51,20,73,26,29,40,43,18,17,41,38,21,34,16,54
"ENSG00000108854",612.49,594.19,90.55,290.75,60.79,94.31,201.81,141.61,565.83,793.37,161.46,341.74,125.28,212.04,398.02,193.16,138.99,131.84,185.79,89.86,446.12,569.33,163.21,191.78
"ENSG00000153495",2,1,15,5,3,5,10,1,1,5,18,4,5,3,20,4,10,2,6,2,4,3,15,6
"ENSG00000237153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173612",0,1,0,0,0,0,0,0,6,11,0,0,0,0,5,6,0,0,0,1,1,5,1,2
"ENSG00000167767",19,38,351.96,256.8,32,29,276.7,55,17,56,257.15,159,50,26.01,131,47,75.01,57,298.29,43.89,15.71,47,382.08,183.99
"ENSG00000054356",1816,1804,945,13339,858,3322,2230,4776,2021,3013.23,933,10917,3878,8122,2784,7577,3391,3572,2453,5196,2188,1898,695,9093
"ENSG00000178573",140,240,8,61,9,54,30,58,276,530,10,168,43,130,82,110,31,67,53,65,131,351,6,82
"ENSG00000184857",78.07,144.55,111.12,401.74,73.12,216,299.16,425.09,283.92,383.59,134.32,620.9,249.23,406.56,389.23,335.29,289.55,425.14,465.83,431.4,162.45,208.49,184.96,420.22
"ENSG00000204398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182968",1,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139174",13.73,24.21,9.62,39.51,0,18.87,32.73,10.39,33.39,53.43,1.97,29.66,7.73,15.8,31.2,13.99,10.69,15.46,48.6,20.36,17.23,33.09,11.28,22.19
"ENSG00000160710",724.61,828.44,546.21,1755.54,274.32,937.22,1006.23,1271.66,1088.83,1573.01,492.1,2221.1,898.43,1836.54,1544.27,1667.91,970.54,1303.17,1334.56,1312.89,767.43,935.89,624.92,1341.98
"ENSG00000175155",292,373,45,255,30,122,165,198,363,543,44,456,88,252,322,351,116,160,164,184,258,290,82,269
